"kategorie nieliczbowe";"campaign";"contact";"default";"education";"job";"marital";"month";"pdays";"poutcome";"previous";"Rok";"przedzial_czas rozmowy";"przedzial_wiek";"przedzial_emp.var.rate";"przedzial_cons.price.idx";"przedzial_cons.conf.idx";"przedzial_euribor3m";"przedzial_nr.employed";"y"
"admin.";1.0;"cellular";"no";"high.school";"admin.";"married";"apr";999.0;"failure";1.0;2010;"0-1229.5";"'(44-57.5]'";;"'(93.484-93.911667]'";"'(-34.866667--30.883333]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"admin.";1.0;"cellular";"no";"high.school";"admin.";"married";"oct";999.0;"failure";1.0;2010;"0-1229.5";"'(44-57.5]'";;"'(94.339333-inf)'";"'(-inf--46.816667]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"admin.";3.0;"cellular";"no";"university.degree";"admin.";"married";"may";999.0;"failure";1.0;2010;"0-1229.5";"'(57.5-71]'";;"'(93.484-93.911667]'";"'(-42.833333--38.85]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"technician";1.0;"cellular";"no";"university.degree";"technician";"married";"sep";999.0;"failure";1.0;2010;"0-1229.5";"'(30.5-44]'";;"'(93.911667-94.339333]'";"'(-38.85--34.866667]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"admin.";1.0;"cellular";"no";"university.degree";"admin.";"married";"jul";999.0;"failure";2.0;2010;"0-1229.5";"'(44-57.5]'";;"'(93.911667-94.339333]'";"'(-42.833333--38.85]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"admin.";3.0;"cellular";"no";"university.degree";"admin.";"married";"may";8.0;"failure";3.0;2010;"0-1229.5";"'(30.5-44]'";;"'(93.484-93.911667]'";"'(-42.833333--38.85]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"management";1.0;"cellular";"no";"unknown";"management";"married";"may";18.0;"failure";2.0;2010;"0-1229.5";"'(30.5-44]'";;"'(93.484-93.911667]'";"'(-42.833333--38.85]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"retired";2.0;"cellular";"no";"basic.4y";"retired";"married";"jul";999.0;"failure";1.0;2010;"0-1229.5";"'(71-84.5]'";;"'(93.911667-94.339333]'";"'(-42.833333--38.85]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"technician";2.0;"cellular";"no";"professional.course";"technician";"married";"sep";999.0;"failure";2.0;2010;"0-1229.5";"'(44-57.5]'";;"'(93.911667-94.339333]'";"'(-38.85--34.866667]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"technician";1.0;"cellular";"no";"university.degree";"technician";"married";"apr";999.0;"failure";1.0;2010;"0-1229.5";"0-30.5";;"'(93.484-93.911667]'";"'(-34.866667--30.883333]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"retired";2.0;"cellular";"no";"university.degree";"retired";"married";"jul";999.0;"failure";1.0;2010;"0-1229.5";"'(57.5-71]'";;"'(93.911667-94.339333]'";"'(-42.833333--38.85]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"management";1.0;"cellular";"no";"university.degree";"management";"married";"jul";999.0;"failure";2.0;2010;"0-1229.5";"'(57.5-71]'";;"'(93.911667-94.339333]'";"'(-42.833333--38.85]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"services";2.0;"cellular";"no";"university.degree";"services";"married";"oct";999.0;"failure";2.0;2010;"0-1229.5";"'(57.5-71]'";;"'(94.339333-inf)'";"'(-inf--46.816667]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"technician";1.0;"cellular";"no";"unknown";"technician";"married";"jul";999.0;"failure";2.0;2010;"0-1229.5";"'(57.5-71]'";;"'(93.911667-94.339333]'";"'(-42.833333--38.85]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"retired";2.0;"cellular";"no";"basic.4y";"retired";"married";"jul";9.0;"failure";3.0;2010;"0-1229.5";"'(57.5-71]'";;"'(93.911667-94.339333]'";"'(-42.833333--38.85]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"admin.";3.0;"cellular";"no";"professional.course";"admin.";"married";"mar";999.0;"failure";1.0;2010;"0-1229.5";"'(30.5-44]'";;"'(93.056333-93.484]'";"'(-34.866667--30.883333]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"retired";1.0;"cellular";"no";"professional.course";"retired";"married";"oct";999.0;"failure";1.0;2010;"0-1229.5";"'(71-84.5]'";;"'(94.339333-inf)'";"'(-inf--46.816667]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"self-employed";4.0;"cellular";"no";"professional.course";"self-employed";"married";"mar";999.0;"failure";3.0;2010;"0-1229.5";"'(30.5-44]'";;"'(93.056333-93.484]'";"'(-34.866667--30.883333]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"technician";2.0;"cellular";"no";"professional.course";"technician";"married";"aug";999.0;"failure";4.0;2010;"0-1229.5";"'(44-57.5]'";;"'(93.911667-94.339333]'";"'(-38.85--34.866667]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"admin.";1.0;"cellular";"no";"university.degree";"admin.";"married";"jul";999.0;"failure";2.0;2010;"0-1229.5";"'(30.5-44]'";;"'(93.911667-94.339333]'";"'(-42.833333--38.85]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"retired";1.0;"cellular";"no";"university.degree";"retired";"married";"jul";999.0;"failure";2.0;2010;"0-1229.5";"'(71-84.5]'";;"'(93.911667-94.339333]'";"'(-42.833333--38.85]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"retired";1.0;"cellular";"no";"university.degree";"retired";"married";"nov";999.0;"failure";2.0;2010;"0-1229.5";"'(57.5-71]'";;"'(94.339333-inf)'";"'(-inf--46.816667]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"housemaid";1.0;"cellular";"no";"basic.4y";"housemaid";"married";"jun";999.0;"failure";1.0;2010;"0-1229.5";"'(71-84.5]'";;"'(93.911667-94.339333]'";"'(-42.833333--38.85]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"housemaid";3.0;"cellular";"no";"basic.4y";"housemaid";"married";"jun";999.0;"failure";1.0;2010;"0-1229.5";"'(57.5-71]'";;"'(93.911667-94.339333]'";"'(-42.833333--38.85]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"admin.";1.0;"cellular";"no";"high.school";"admin.";"married";"apr";999.0;"failure";1.0;2010;"0-1229.5";"'(57.5-71]'";;"'(93.484-93.911667]'";"'(-34.866667--30.883333]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"retired";2.0;"cellular";"no";"high.school";"retired";"married";"aug";999.0;"failure";2.0;2010;"0-1229.5";"'(57.5-71]'";;"'(93.911667-94.339333]'";"'(-38.85--34.866667]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"admin.";3.0;"cellular";"no";"high.school";"admin.";"married";"jul";999.0;"failure";2.0;2010;"0-1229.5";"'(44-57.5]'";;"'(93.911667-94.339333]'";"'(-42.833333--38.85]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"unemployed";1.0;"cellular";"no";"university.degree";"unemployed";"married";"mar";999.0;"failure";2.0;2010;"0-1229.5";"'(44-57.5]'";;"'(93.056333-93.484]'";"'(-34.866667--30.883333]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"retired";1.0;"cellular";"no";"basic.4y";"retired";"married";"oct";999.0;"failure";2.0;2010;"0-1229.5";"'(71-84.5]'";;"'(94.339333-inf)'";"'(-inf--46.816667]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"admin.";1.0;"cellular";"no";"high.school";"admin.";"married";"jun";999.0;"failure";1.0;2010;"0-1229.5";"0-30.5";;"'(93.911667-94.339333]'";"'(-42.833333--38.85]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"admin.";2.0;"cellular";"no";"high.school";"admin.";"married";"mar";999.0;"failure";1.0;2010;"0-1229.5";"'(44-57.5]'";;"'(93.056333-93.484]'";"'(-34.866667--30.883333]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"admin.";1.0;"cellular";"no";"high.school";"admin.";"married";"nov";21.0;"failure";5.0;2010;"0-1229.5";"'(57.5-71]'";;"'(94.339333-inf)'";"'(-inf--46.816667]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"admin.";2.0;"cellular";"no";"university.degree";"admin.";"married";"jul";999.0;"failure";1.0;2010;"0-1229.5";"'(30.5-44]'";;"'(93.911667-94.339333]'";"'(-42.833333--38.85]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"admin.";1.0;"cellular";"no";"university.degree";"admin.";"married";"sep";999.0;"failure";1.0;2010;"0-1229.5";"'(30.5-44]'";;"'(93.911667-94.339333]'";"'(-38.85--34.866667]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"admin.";1.0;"cellular";"no";"university.degree";"admin.";"married";"aug";10.0;"failure";2.0;2010;"0-1229.5";"'(30.5-44]'";;"'(93.911667-94.339333]'";"'(-38.85--34.866667]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"technician";1.0;"cellular";"no";"university.degree";"technician";"married";"aug";6.0;"failure";3.0;2010;"0-1229.5";"'(30.5-44]'";;"'(93.911667-94.339333]'";"'(-38.85--34.866667]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"admin.";1.0;"cellular";"no";"high.school";"admin.";"married";"apr";999.0;"failure";1.0;2011;"0-1229.5";"'(44-57.5]'";;"'(93.484-93.911667]'";"'(-34.866667--30.883333]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"admin.";1.0;"cellular";"no";"high.school";"admin.";"married";"oct";999.0;"failure";1.0;2011;"0-1229.5";"'(44-57.5]'";;"'(94.339333-inf)'";"'(-inf--46.816667]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"admin.";3.0;"cellular";"no";"university.degree";"admin.";"married";"may";999.0;"failure";1.0;2011;"0-1229.5";"'(57.5-71]'";;"'(93.484-93.911667]'";"'(-42.833333--38.85]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"technician";1.0;"cellular";"no";"university.degree";"technician";"married";"sep";999.0;"failure";1.0;2011;"0-1229.5";"'(30.5-44]'";;"'(93.911667-94.339333]'";"'(-38.85--34.866667]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"admin.";1.0;"cellular";"no";"university.degree";"admin.";"married";"jul";999.0;"failure";2.0;2011;"0-1229.5";"'(44-57.5]'";;"'(93.911667-94.339333]'";"'(-42.833333--38.85]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"admin.";3.0;"cellular";"no";"university.degree";"admin.";"married";"may";8.0;"failure";3.0;2011;"0-1229.5";"'(30.5-44]'";;"'(93.484-93.911667]'";"'(-42.833333--38.85]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"management";1.0;"cellular";"no";"unknown";"management";"married";"may";18.0;"failure";2.0;2011;"0-1229.5";"'(30.5-44]'";;"'(93.484-93.911667]'";"'(-42.833333--38.85]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"retired";2.0;"cellular";"no";"basic.4y";"retired";"married";"jul";999.0;"failure";1.0;2011;"0-1229.5";"'(71-84.5]'";;"'(93.911667-94.339333]'";"'(-42.833333--38.85]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"technician";2.0;"cellular";"no";"professional.course";"technician";"married";"sep";999.0;"failure";2.0;2011;"0-1229.5";"'(44-57.5]'";;"'(93.911667-94.339333]'";"'(-38.85--34.866667]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"technician";1.0;"cellular";"no";"university.degree";"technician";"married";"apr";999.0;"failure";1.0;2011;"0-1229.5";"0-30.5";;"'(93.484-93.911667]'";"'(-34.866667--30.883333]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"retired";2.0;"cellular";"no";"university.degree";"retired";"married";"jul";999.0;"failure";1.0;2011;"0-1229.5";"'(57.5-71]'";;"'(93.911667-94.339333]'";"'(-42.833333--38.85]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"management";1.0;"cellular";"no";"university.degree";"management";"married";"jul";999.0;"failure";2.0;2011;"0-1229.5";"'(57.5-71]'";;"'(93.911667-94.339333]'";"'(-42.833333--38.85]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"services";2.0;"cellular";"no";"university.degree";"services";"married";"oct";999.0;"failure";2.0;2011;"0-1229.5";"'(57.5-71]'";;"'(94.339333-inf)'";"'(-inf--46.816667]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"technician";1.0;"cellular";"no";"unknown";"technician";"married";"jul";999.0;"failure";2.0;2011;"0-1229.5";"'(57.5-71]'";;"'(93.911667-94.339333]'";"'(-42.833333--38.85]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"retired";2.0;"cellular";"no";"basic.4y";"retired";"married";"jul";9.0;"failure";3.0;2011;"0-1229.5";"'(57.5-71]'";;"'(93.911667-94.339333]'";"'(-42.833333--38.85]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"retired";1.0;"cellular";"no";"professional.course";"retired";"married";"oct";999.0;"failure";1.0;2011;"0-1229.5";"'(71-84.5]'";;"'(94.339333-inf)'";"'(-inf--46.816667]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"self-employed";4.0;"cellular";"no";"professional.course";"self-employed";"married";"mar";999.0;"failure";3.0;2011;"0-1229.5";"'(30.5-44]'";;"'(93.056333-93.484]'";"'(-34.866667--30.883333]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"technician";2.0;"cellular";"no";"professional.course";"technician";"married";"aug";999.0;"failure";4.0;2011;"0-1229.5";"'(44-57.5]'";;"'(93.911667-94.339333]'";"'(-38.85--34.866667]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"admin.";1.0;"cellular";"no";"university.degree";"admin.";"married";"jul";999.0;"failure";2.0;2011;"0-1229.5";"'(30.5-44]'";;"'(93.911667-94.339333]'";"'(-42.833333--38.85]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"retired";1.0;"cellular";"no";"university.degree";"retired";"married";"jul";999.0;"failure";2.0;2011;"0-1229.5";"'(71-84.5]'";;"'(93.911667-94.339333]'";"'(-42.833333--38.85]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"retired";1.0;"cellular";"no";"university.degree";"retired";"married";"nov";999.0;"failure";2.0;2011;"0-1229.5";"'(57.5-71]'";;"'(94.339333-inf)'";"'(-inf--46.816667]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"housemaid";1.0;"cellular";"no";"basic.4y";"housemaid";"married";"jun";999.0;"failure";1.0;2011;"0-1229.5";"'(71-84.5]'";;"'(93.911667-94.339333]'";"'(-42.833333--38.85]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"housemaid";3.0;"cellular";"no";"basic.4y";"housemaid";"married";"jun";999.0;"failure";1.0;2011;"0-1229.5";"'(57.5-71]'";;"'(93.911667-94.339333]'";"'(-42.833333--38.85]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"admin.";1.0;"cellular";"no";"high.school";"admin.";"married";"apr";999.0;"failure";1.0;2011;"0-1229.5";"'(57.5-71]'";;"'(93.484-93.911667]'";"'(-34.866667--30.883333]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"retired";2.0;"cellular";"no";"high.school";"retired";"married";"aug";999.0;"failure";2.0;2011;"0-1229.5";"'(57.5-71]'";;"'(93.911667-94.339333]'";"'(-38.85--34.866667]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"admin.";3.0;"cellular";"no";"high.school";"admin.";"married";"jul";999.0;"failure";2.0;2011;"0-1229.5";"'(44-57.5]'";;"'(93.911667-94.339333]'";"'(-42.833333--38.85]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"unemployed";1.0;"cellular";"no";"university.degree";"unemployed";"married";"mar";999.0;"failure";2.0;2011;"0-1229.5";"'(44-57.5]'";;"'(93.056333-93.484]'";"'(-34.866667--30.883333]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"retired";1.0;"cellular";"no";"basic.4y";"retired";"married";"oct";999.0;"failure";2.0;2011;"0-1229.5";"'(71-84.5]'";;"'(94.339333-inf)'";"'(-inf--46.816667]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"admin.";1.0;"cellular";"no";"high.school";"admin.";"married";"jun";999.0;"failure";1.0;2011;"0-1229.5";"0-30.5";;"'(93.911667-94.339333]'";"'(-42.833333--38.85]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"admin.";2.0;"cellular";"no";"high.school";"admin.";"married";"mar";999.0;"failure";1.0;2011;"0-1229.5";"'(44-57.5]'";;"'(93.056333-93.484]'";"'(-34.866667--30.883333]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"admin.";1.0;"cellular";"no";"high.school";"admin.";"married";"nov";21.0;"failure";5.0;2011;"0-1229.5";"'(57.5-71]'";;"'(94.339333-inf)'";"'(-inf--46.816667]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"admin.";2.0;"cellular";"no";"university.degree";"admin.";"married";"jul";999.0;"failure";1.0;2011;"0-1229.5";"'(30.5-44]'";;"'(93.911667-94.339333]'";"'(-42.833333--38.85]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"admin.";1.0;"cellular";"no";"university.degree";"admin.";"married";"sep";999.0;"failure";1.0;2011;"0-1229.5";"'(30.5-44]'";;"'(93.911667-94.339333]'";"'(-38.85--34.866667]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"admin.";1.0;"cellular";"no";"university.degree";"admin.";"married";"aug";10.0;"failure";2.0;2011;"0-1229.5";"'(30.5-44]'";;"'(93.911667-94.339333]'";"'(-38.85--34.866667]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"technician";1.0;"cellular";"no";"university.degree";"technician";"married";"aug";6.0;"failure";3.0;2011;"0-1229.5";"'(30.5-44]'";;"'(93.911667-94.339333]'";"'(-38.85--34.866667]'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"blue-collar";1.0;"cellular";"no";"basic.9y";"blue-collar";"single";"nov";999.0;"failure";1.0;2008;"0-1229.5";"'(30.5-44]'";;"'(93.056333-93.484]'";"'(-42.833333--38.85]'";"'(3.574667-inf)'";"'(5161.975-inf)'";"yes"
"entrepreneur";1.0;"cellular";"no";"university.degree";"entrepreneur";"single";"nov";999.0;"failure";1.0;2008;"0-1229.5";"0-30.5";;"'(93.056333-93.484]'";"'(-42.833333--38.85]'";"'(3.574667-inf)'";"'(5161.975-inf)'";"yes"
"technician";1.0;"cellular";"no";"professional.course";"technician";"single";"nov";999.0;"failure";1.0;2008;"0-1229.5";"'(30.5-44]'";;"'(93.056333-93.484]'";"'(-42.833333--38.85]'";"'(3.574667-inf)'";"'(5161.975-inf)'";"yes"
"blue-collar";3.0;"cellular";"no";"basic.9y";"blue-collar";"single";"may";999.0;"failure";1.0;2009;"0-1229.5";"0-30.5";;"'(92.628667-93.056333]'";"'(-46.816667--42.833333]'";;"'(5095.85-5161.975]'";"yes"
"entrepreneur";1.0;"cellular";"no";"high.school";"entrepreneur";"single";"apr";999.0;"failure";1.0;2009;"0-1229.5";"0-30.5";;"'(93.056333-93.484]'";"'(-inf--46.816667]'";"'(-inf-2.104333]'";"'(5095.85-5161.975]'";"yes"
"admin.";2.0;"cellular";"no";"high.school";"admin.";"single";"aug";999.0;"failure";1.0;2009;"0-1229.5";"'(30.5-44]'";;"'(-inf-92.628667]'";"'(-34.866667--30.883333]'";"'(-inf-2.104333]'";"'(5029.725-5095.85]'";"yes"
"admin.";2.0;"cellular";"no";"high.school";"admin.";"single";"may";999.0;"failure";1.0;2009;"0-1229.5";"0-30.5";;"'(92.628667-93.056333]'";"'(-46.816667--42.833333]'";;"'(5095.85-5161.975]'";"yes"
"student";2.0;"cellular";"no";"high.school";"student";"single";"aug";6.0;"failure";2.0;2009;"0-1229.5";"0-30.5";;"'(-inf-92.628667]'";"'(-34.866667--30.883333]'";"'(-inf-2.104333]'";"'(5029.725-5095.85]'";"yes"
"admin.";5.0;"cellular";"no";"high.school";"admin.";"single";"may";999.0;"failure";2.0;2009;"0-1229.5";"'(30.5-44]'";;"'(92.628667-93.056333]'";"'(-46.816667--42.833333]'";;"'(5095.85-5161.975]'";"yes"
"technician";1.0;"cellular";"no";"professional.course";"technician";"single";"may";999.0;"failure";1.0;2009;"0-1229.5";"'(30.5-44]'";;"'(92.628667-93.056333]'";"'(-46.816667--42.833333]'";"'(-inf-2.104333]'";"'(5095.85-5161.975]'";"yes"
"technician";4.0;"cellular";"no";"university.degree";"technician";"single";"jun";999.0;"failure";1.0;2009;"0-1229.5";"0-30.5";;"'(92.628667-93.056333]'";"'(-42.833333--38.85]'";"'(-inf-2.104333]'";"'(5029.725-5095.85]'";"yes"
"technician";7.0;"cellular";"no";"university.degree";"technician";"single";"may";999.0;"failure";1.0;2009;"'(1229.5-2459]'";"'(30.5-44]'";;"'(92.628667-93.056333]'";"'(-46.816667--42.833333]'";;"'(5095.85-5161.975]'";"yes"
"blue-collar";2.0;"cellular";"no";"basic.9y";"blue-collar";"single";"may";999.0;"failure";1.0;2009;"0-1229.5";"'(30.5-44]'";;"'(92.628667-93.056333]'";"'(-46.816667--42.833333]'";"'(-inf-2.104333]'";"'(5095.85-5161.975]'";"yes"
"admin.";2.0;"cellular";"no";"high.school";"admin.";"single";"nov";999.0;"failure";1.0;2009;"0-1229.5";"'(30.5-44]'";;"'(92.628667-93.056333]'";"'(-30.883333-inf)'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"student";2.0;"cellular";"no";"professional.course";"student";"single";"aug";999.0;"failure";1.0;2009;"0-1229.5";"0-30.5";;"'(-inf-92.628667]'";"'(-34.866667--30.883333]'";"'(-inf-2.104333]'";"'(5029.725-5095.85]'";"yes"
"self-employed";5.0;"cellular";"no";"professional.course";"self-employed";"single";"may";999.0;"failure";1.0;2009;"0-1229.5";"'(30.5-44]'";;"'(92.628667-93.056333]'";"'(-46.816667--42.833333]'";"'(-inf-2.104333]'";"'(5095.85-5161.975]'";"yes"
"technician";2.0;"cellular";"no";"professional.course";"technician";"single";"may";999.0;"failure";1.0;2009;"0-1229.5";"'(30.5-44]'";;"'(92.628667-93.056333]'";"'(-46.816667--42.833333]'";"'(-inf-2.104333]'";"'(5095.85-5161.975]'";"yes"
"admin.";2.0;"cellular";"no";"university.degree";"admin.";"single";"aug";999.0;"failure";1.0;2009;"0-1229.5";"0-30.5";;"'(-inf-92.628667]'";"'(-34.866667--30.883333]'";"'(-inf-2.104333]'";"'(5029.725-5095.85]'";"yes"
"admin.";1.0;"cellular";"no";"university.degree";"admin.";"single";"may";999.0;"failure";1.0;2009;"0-1229.5";"0-30.5";;"'(92.628667-93.056333]'";"'(-46.816667--42.833333]'";"'(-inf-2.104333]'";"'(5095.85-5161.975]'";"yes"
"admin.";5.0;"cellular";"no";"university.degree";"admin.";"single";"may";999.0;"failure";1.0;2009;"0-1229.5";"'(44-57.5]'";;"'(92.628667-93.056333]'";"'(-46.816667--42.833333]'";"'(-inf-2.104333]'";"'(5095.85-5161.975]'";"yes"
"technician";1.0;"cellular";"no";"university.degree";"technician";"single";"may";999.0;"failure";1.0;2009;"'(1229.5-2459]'";"'(30.5-44]'";;"'(92.628667-93.056333]'";"'(-46.816667--42.833333]'";"'(-inf-2.104333]'";"'(5095.85-5161.975]'";"yes"
"student";1.0;"cellular";"no";"unknown";"student";"single";"apr";999.0;"failure";1.0;2009;"0-1229.5";"0-30.5";;"'(93.056333-93.484]'";"'(-inf--46.816667]'";"'(-inf-2.104333]'";"'(5095.85-5161.975]'";"yes"
"admin.";1.0;"cellular";"no";"unknown";"admin.";"single";"nov";999.0;"failure";1.0;2009;"0-1229.5";"0-30.5";;"'(92.628667-93.056333]'";"'(-30.883333-inf)'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"student";1.0;"cellular";"no";"unknown";"student";"single";"nov";999.0;"failure";1.0;2009;"0-1229.5";"0-30.5";;"'(92.628667-93.056333]'";"'(-30.883333-inf)'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"student";3.0;"cellular";"no";"high.school";"student";"single";"may";999.0;"failure";1.0;2009;"0-1229.5";"0-30.5";;"'(92.628667-93.056333]'";"'(-46.816667--42.833333]'";"'(-inf-2.104333]'";"'(5095.85-5161.975]'";"yes"
"student";3.0;"cellular";"no";"high.school";"student";"single";"aug";15.0;"failure";3.0;2009;"0-1229.5";"0-30.5";;"'(-inf-92.628667]'";"'(-34.866667--30.883333]'";"'(-inf-2.104333]'";"'(5029.725-5095.85]'";"yes"
"technician";2.0;"cellular";"no";"professional.course";"technician";"single";"may";999.0;"failure";1.0;2009;"0-1229.5";"'(30.5-44]'";;"'(92.628667-93.056333]'";"'(-46.816667--42.833333]'";"'(-inf-2.104333]'";"'(5095.85-5161.975]'";"yes"
"technician";2.0;"cellular";"no";"professional.course";"technician";"single";"nov";999.0;"failure";1.0;2009;"0-1229.5";"'(30.5-44]'";;"'(92.628667-93.056333]'";"'(-30.883333-inf)'";"'(-inf-2.104333]'";"'(-inf-5029.725]'";"yes"
"admin.";4.0;"cellular";"no";"university.degree";"admin.";"single";"apr";999.0;"failure";1.0;2009;"0-1229.5";"'(30.5-44]'";;"'(93.056333-93.484]'";"'(-inf--46.816667]'";"'(-inf-2.104333]'";"'(5095.85-5161.975]'";"yes"
